thread_title,thread_url,thread_author,thread_datetime,snippet,doctors,clinics,city
[問題] 醫院開眼袋，是否無法選擇舒眠,https://www.pttweb.cc/bbs/facelift/M.1760846735.A.60F,,2025-10-19T12:05:00,想做眼袋又怕醒著做太痛太可怕，前陣子好幾件診所舒眠造成死亡，所以想找醫院做，畢 竟有比較完善的麻醉資源，前幾天諮詢長庚黃耀立，他表示只能局部麻醉，無法舒眠，畢 竟醫院體系要從醫學角度考量，不像診所是商業考量，難道都沒有可以選擇舒眠做眼袋的 醫院嗎？另外有些診所是打鎮定點滴，醒著但昏昏欲睡，這種是否比較沒風險?是不是也 有醫院可以選這種點滴的?,,"想做眼袋又怕醒著做太痛太可怕，前陣子好幾件診所,舒眠造成死亡，所以想找醫院,竟醫院體系要從醫學角度考量，不像診所,醫院嗎？另外有些診所",
[問題] 醫院開眼袋，是否無法選擇舒眠,https://www.pttweb.cc/bbs/facelift/M.1760846735.A.60F,,2025-10-19T12:05:00,", 1 F 給黃醫師局麻開過眼袋，過程真的完全 10/20 21:52 , 1 F → krustykrab 10/20 21:52,",給黃,,
[問題] 請推薦眼袋醫生 陳瑋農或鄭穎,https://www.pttweb.cc/bbs/facelift/M.1760684363.A.6EA,,2025-10-17T14:59:00,[問題] 請推薦眼袋醫生 陳瑋農或鄭穎 - 看板facelift - PTT網頁版,[問題] 請推薦眼袋,,
[問題] 請推薦眼袋醫生 陳瑋農或鄭穎,https://www.pttweb.cc/bbs/facelift/M.1760684363.A.6EA,,2025-10-17T14:59:00,"[問題] 請推薦眼袋醫生 陳瑋農或鄭穎 ＋收藏 分享 看板 facelift 作者 bluemartin (martin) 時間 5月前 發表 (2025/10/17 14:59) , 編輯 推噓 0 ( 0 推 0 噓 0 → ) 留言 0則, 0人 參與 , 最新 討論串 1/1",[問題] 請推薦眼袋,,
[問題] 打黑眼圈淚溝技術厲害的診所(台中),https://www.pttweb.cc/bbs/facelift/M.1760682338.A.3FA,,2025-10-17T14:25:00,[問題] 打黑眼圈淚溝技術厲害的診所(台中) - 看板facelift - PTT網頁版,,[問題] 打黑眼圈淚溝技術厲害的診所,台中
[問題] 打黑眼圈淚溝技術厲害的診所(台中),https://www.pttweb.cc/bbs/facelift/M.1760682338.A.3FA,,2025-10-17T14:25:00,"[問題] 打黑眼圈淚溝技術厲害的診所(台中) ＋收藏 分享 看板 facelift 作者 brittneyb1 (猩細菌) 時間 5月前 發表 (2025/10/17 14:25) , 編輯 推噓 5 ( 5 推 0 噓 0 → ) 留言 5則, 5人 參與 , 5月前 最新 討論串 1/1",,[問題] 打黑眼圈淚溝技術厲害的診所,台中
[問題] 打黑眼圈淚溝技術厲害的診所(台中),https://www.pttweb.cc/bbs/facelift/M.1760682338.A.3FA,,2025-10-17T14:25:00,想打黑眼圈+淚溝 台中有沒有技術厲害的醫師或診所?? 謝謝大家,台中有沒有技術厲害的,台中有沒有技術厲害的醫師或診所,台中
[問題] 台北眼袋&雙眼皮手術的醫生建議?,https://www.pttweb.cc/bbs/facelift/M.1760501256.A.575,,2025-10-15T12:07:00,[問題] 台北眼袋&雙眼皮手術的醫生建議? - 看板facelift - PTT網頁版,台北眼袋&雙眼皮手術的,,台北
[問題] 台北眼袋&雙眼皮手術的醫生建議?,https://www.pttweb.cc/bbs/facelift/M.1760501256.A.575,,2025-10-15T12:07:00,"[問題] 台北眼袋&雙眼皮手術的醫生建議? ＋收藏 分享 看板 facelift 作者 yi42zwwxcn (塗明哥) 時間 5月前 發表 (2025/10/15 12:07) , 編輯 推噓 8 ( 8 推 0 噓 0 → ) 留言 8則, 8人 參與 , 5月前 最新 討論串 1/1",台北眼袋&雙眼皮手術的,,台北
[問題] 台北眼袋&雙眼皮手術的醫生建議?,https://www.pttweb.cc/bbs/facelift/M.1760501256.A.575,,2025-10-15T12:07:00,", 1 F 荊醫師眼袋做得滿細緻的 10/15 12:18 , 1 F 推 katrina844 10/15 13:43,",,,
[討論] 萊可美學診所的眼袋技術,https://www.pttweb.cc/bbs/facelift/M.1759819360.A.CEC,,2025-10-07T14:42:00,[討論] 萊可美學診所的眼袋技術 - 看板facelift - PTT網頁版,,[討論] 萊可美學診所,
[討論] 萊可美學診所的眼袋技術,https://www.pttweb.cc/bbs/facelift/M.1759819360.A.CEC,,2025-10-07T14:42:00,"[討論] 萊可美學診所的眼袋技術 ＋收藏 分享 看板 facelift 作者 pianjcdfd3 (從喔言) 時間 5月前 發表 (2025/10/07 14:42) , 編輯 推噓 4 ( 4 推 0 噓 9 → ) 留言 13則, 10人 參與 , 5月前 最新 討論串 1/1",,[討論] 萊可美學診所,
[討論] 萊可美學診所的眼袋技術,https://www.pttweb.cc/bbs/facelift/M.1759819360.A.CEC,,2025-10-07T14:42:00,脆上有人說這間的割眼袋技術不好 但我看了覺得還好 請問醫美版覺得這間評價如何 希望有人可以現身說法XD,,請問醫美,
[討論] 萊可美學診所的眼袋技術,https://www.pttweb.cc/bbs/facelift/M.1759819360.A.CEC,,2025-10-07T14:42:00,", 2 F 眼袋手術真的很吃醫師個人經驗 10/07 16:24 , 2 F → wenfigrb45 10/07 17:04,",眼袋手術真的很吃,,
[問題] 台北除眼袋有沒有推薦台生以外的診所?,https://www.pttweb.cc/bbs/facelift/M.1759389991.A.54B,,2025-10-02T15:26:00,[問題] 台北除眼袋有沒有推薦台生以外的診所? - 看板facelift - PTT網頁版,,[問題] 台北除眼袋有沒有推薦台生以外的診所,台北
[問題] 台北除眼袋有沒有推薦台生以外的診所?,https://www.pttweb.cc/bbs/facelift/M.1759389991.A.54B,,2025-10-02T15:26:00,"[問題] 台北除眼袋有沒有推薦台生以外的診所? ＋收藏 分享 看板 facelift 作者 pinnnm94 (想把人生倒轉過) 時間 5月前 發表 (2025/10/02 15:26) , 編輯 推噓 2 ( 2 推 0 噓 5 → ) 留言 7則, 2人 參與 , 5月前 最新 討論串 1/1",,[問題] 台北除眼袋有沒有推薦台生以外的診所,台北
[問題] 台北除眼袋有沒有推薦台生以外的診所?,https://www.pttweb.cc/bbs/facelift/M.1759389991.A.54B,,2025-10-02T15:26:00,想找做眼袋的診所 除了基本的傷口小、不容易凹陷...等之外 也希望諮詢不要太有壓力、不會一直推套餐 目前偏好內開+自體脂肪調整,,想找做眼袋的診所,
[問題] 台北除眼袋有沒有推薦台生以外的診所?,https://www.pttweb.cc/bbs/facelift/M.1759389991.A.54B,,2025-10-02T15:26:00,滿多人都推薦台生診所 看案例也確實不錯 但因為...先PASS 想問台北還有沒有其他除眼袋做得自然又穩的診所嗎?,,"滿多人都推薦台生診所,想問台北還有沒有其他除眼袋做得自然又穩的診所",台北
[問題] 台北除眼袋有沒有推薦台生以外的診所?,https://www.pttweb.cc/bbs/facelift/M.1759389991.A.54B,,2025-10-02T15:26:00,", 1 F 建議找蔡宗岳醫師，內開還是外開要看你 10/04 23:24 , 1 F → yuni904 10/04 23:24,",建議找蔡宗岳,,
[問題] 熊貓針對黑眼圈有效嗎？求高雄診所,https://www.pttweb.cc/bbs/facelift/M.1758698943.A.98D,,2025-09-24T15:29:00,[問題] 熊貓針對黑眼圈有效嗎？求高雄診所 - 看板facelift - PTT網頁版,,[問題] 熊貓針對黑眼圈有效嗎？求高雄診所,高雄
[問題] 熊貓針對黑眼圈有效嗎？求高雄診所,https://www.pttweb.cc/bbs/facelift/M.1758698943.A.98D,,2025-09-24T15:29:00,"[問題] 熊貓針對黑眼圈有效嗎？求高雄診所 ＋收藏 分享 看板 facelift 作者 margeryjanua (TIN) 時間 6月前 發表 (2025/09/24 15:29) , 編輯 推噓 16 ( 16 推 0 噓 7 → ) 留言 23則, 16人 參與 , 5月前 最新 討論串 1/1",,[問題] 熊貓針對黑眼圈有效嗎？求高雄診所,高雄
[問題] 熊貓針對黑眼圈有效嗎？求高雄診所,https://www.pttweb.cc/bbs/facelift/M.1758698943.A.98D,,2025-09-24T15:29:00,最近覺得自己黑眼圈越來越重 看起來像沒睡飽一樣 想打熊貓針刺激膠原蛋白再生 希望可以淡化色素跟血管型黑眼圈 不知有沒有高雄地區的板友實際做過，推薦的診所？,,不知有沒有高雄地區的板友實際做過，推薦的診所,高雄
[問題] 黑眼圈淚溝打膠原蛋白增生嗎?,https://www.pttweb.cc/bbs/facelift/M.1758610380.A.74C,,2025-09-23T14:53:00,請問有人用膠原蛋白增生劑治療黑眼圈和淚溝的嗎? 因為想去打蘋果肌 如果可一起治療感覺比較方便 CC數也可買起來共用比較划算 診所說是可以打這兩部分 但想問跟玻尿酸 熊貓針比呢?,,也可買起來共用比較划算 診所說是可以打這兩部,
[心得] 內開眼袋術後分享 不要馬上激烈運動,https://www.pttweb.cc/bbs/facelift/M.1758598127.A.980,,2025-09-23T11:28:00,害羞就不放圖了，總之文字簡單分享一下術後的感覺 1.醫生有特別交代術後不要激烈運動，不然線會崩掉，結果晚上煮了補的差點....咳! 2.眼袋割掉真的省了修圖的功夫，非常清爽，精神也比較好 3.醫生有建議補點玻尿酸或全臉補脂，我當下沒有做，但感覺整體臉確實不夠豐潤，感覺 之後可以考慮進廠維修 4.記得找有麻醉醫師的診所，非麻醉師，這很重要! 5.我自己恢復期大概一周多，算中間速度，醫師有說一般來說恢復一到兩周都正常 6.傷口不能碰水所以請勿洗臉，我都用貝膚黛瑪小紅水擦一下臉,"1.,3.,4.記得找有麻醉,大概一周多，算中間速度，",4.記得找有麻醉醫師的診所,
[問題] 桃園中壢地區眼袋手術推薦,https://www.pttweb.cc/bbs/facelift/M.1757808047.A.2CF,,2025-09-14T08:00:00,最近眼袋都快比眼睛大了… 看板上的眼袋手術成果很心動 也想試試看 不過都還沒諮詢過 目前口袋名單有 1. 桃園風華 謝院長 2. 林口何文藻皮膚科 3. 聯新 李醫師,"1. 桃園風華 謝,3. 聯新 李",,桃園
[問題] 桃園中壢地區眼袋手術推薦,https://www.pttweb.cc/bbs/facelift/M.1757808047.A.2CF,,2025-09-14T08:00:00,", 7 F 推1風華桃園謝院長，我眼袋給他處理 09/26 09:00 , 7 F → mycity50123 09/26 09:01,",推1風華桃園謝,,桃園
[討論] 輕中度眼袋電波完全無法改善,https://www.pttweb.cc/bbs/facelift/M.1757051290.A.196,,2025-09-05T13:48:00,有朋友打電波之後跟我說欸 眼睛變有精神有好看 我也去諮詢醫師結果對方說 我的眼睛輕度眼袋了這個光電波是改善不了的 氣呀 真的只能開刀嗎,我也去諮詢,,
[問題] 眼袋割完反而變老QQ,https://www.pttweb.cc/bbs/facelift/M.1756878439.A.F90,,2025-09-03T13:47:00,代PO>>去割眼袋之後醫師說要取出多餘的脂肪 我說好 之後他就幫我拿掉了 然後一直說我還年輕所以適合這樣做 但術後恢復的時候真的覺得眼下細紋又更多 有點老感... 這樣是脂肪拿掉太多的問題嗎,代PO>>去割眼袋之後,,
[問題] 台南內開眼袋、自體脂肪補脂診所推薦,https://www.pttweb.cc/bbs/facelift/M.1756707175.A.21A,,2025-09-01T14:12:00,[問題] 台南內開眼袋、自體脂肪補脂診所推薦 - 看板facelift - PTT網頁版,,[問題] 台南內開眼袋、自體脂肪補脂診所,台南
[問題] 台南內開眼袋、自體脂肪補脂診所推薦,https://www.pttweb.cc/bbs/facelift/M.1756707175.A.21A,,2025-09-01T14:12:00,"[問題] 台南內開眼袋、自體脂肪補脂診所推薦 ＋收藏 分享 看板 facelift 作者 yaftoi3353 (小綠青) 時間 7月前 發表 (2025/09/01 14:12) , 編輯 推噓 16 ( 16 推 0 噓 10 → ) 留言 26則, 16人 參與 , 1年前 最新 討論串 1/1",,[問題] 台南內開眼袋、自體脂肪補脂診所,台南
[問題] 台南內開眼袋、自體脂肪補脂診所推薦,https://www.pttweb.cc/bbs/facelift/M.1756707175.A.21A,,2025-09-01T14:12:00,", 8 F 推周杰醫師，我的眼袋也是給他處理的 09/02 08:11 , 8 F 推 pianjcdfd3 09/02 09:16,",推周杰,,
[問題] 台南內開眼袋、自體脂肪補脂診所推薦,https://www.pttweb.cc/bbs/facelift/M.1756707175.A.21A,,2025-09-01T14:12:00,", 9 F 心湛李存昌醫師 李醫師在眼袋重修Li 09/02 09:16 , 9 F → pianjcdfd3 09/02 09:16,","心湛李存昌,李",,
[問題] 台南內開眼袋、自體脂肪補脂診所推薦,https://www.pttweb.cc/bbs/facelift/M.1756707175.A.21A,,2025-09-01T14:12:00,", 11 F 杰美學院長IG有很多眼袋範例 可以 09/02 10:39 , 11 F → jason114206 09/02 10:39,",杰美學,,
[問題] 台南內開眼袋、自體脂肪補脂診所推薦,https://www.pttweb.cc/bbs/facelift/M.1756707175.A.21A,,2025-09-01T14:12:00,", 15 F 眼袋我在高雄做，群英姚勝發醫生，建議 09/02 13:05 , 15 F → foolani 09/02 13:05,",袋我在高雄做，群英姚勝發,,高雄
[問題] 台南內開眼袋、自體脂肪補脂診所推薦,https://www.pttweb.cc/bbs/facelift/M.1756707175.A.21A,,2025-09-01T14:12:00,", 20 F 我在諾雅李醫師做的，內開+補小蘋果肌， 09/03 11:11 , 20 F → iampuki 09/03 11:12,",我在諾雅李,,
[問題] 台南內開眼袋、自體脂肪補脂診所推薦,https://www.pttweb.cc/bbs/facelift/M.1756707175.A.21A,,2025-09-01T14:12:00,", 22 F 眼袋推周杰醫師 09/07 00:24 , 22 F 推 jenny0628 09/10 13:44,",眼袋推周杰,,
[問題] 台南內開眼袋、自體脂肪補脂診所推薦,https://www.pttweb.cc/bbs/facelift/M.1756707175.A.21A,,2025-09-01T14:12:00,", 24 F 我開內開效果超好 醫師人也很親切 09/10 13:44 , 24 F 推 alice9857987 12/18 11:40,",我開內開效果超好,,
[問題] 保柔緹打淚溝的效果如何？,https://www.pttweb.cc/bbs/facelift/M.1756694086.A.D77,,2025-09-01T10:34:00,一直以為自己眼下那一塊是黑眼圈 花了點時間研究之後才發現那個其實是淚溝... 黑眼圈可能是跟熬夜、遺傳有關 但淚溝是骨架或脂肪流失造成的 最近照鏡子發現自己那塊凹凹的淚溝有夠明顯 想去用玻尿酸填充，但因為是第一次做這個部位 板上也沒有看到太多這個牌子的心得 想說可以先來板上問看看大家的想法？？ 或是有推薦的診所，我可以先去諮詢看看，謝謝,,或是有推薦的診所,
[問題] 保柔緹打淚溝的效果如何？,https://www.pttweb.cc/bbs/facelift/M.1756694086.A.D77,,2025-09-01T10:34:00,", 20 F 打淚溝的話醫生技術滿重要的 而且有時 09/06 21:48 , 20 F → anastasss 09/06 21:48,",打淚溝的話,,
[討論] 眼袋淚溝問題 會跟蘋果肌一起弄嗎?,https://www.pttweb.cc/bbs/facelift/M.1756193002.A.5A2,,2025-08-26T15:23:00,上次回診打雷射的時候 順便跟醫生諮詢了眼袋淚溝問題 醫生看了之後建議要一起做蘋果肌 說不然整個臉會很平面 還是第一次被說我臉蠻平的XD 想問一下通常會一起處理嗎? 還是分開作也沒差?,回診打雷射的時候 順便跟,,
[問題] 眼周和淚溝打玻尿酸可以維持多久？,https://www.pttweb.cc/bbs/facelift/M.1755659227.A.04F,,2025-08-20T11:07:00,以前醫美主要都打電波音波那些 第一次想嘗試填充療程 這次主要是想改善淚溝和眼周的問題 讓眼睛看起來沒那麼累 但不確定玻尿酸如果打在眼周 維持度大概可以多久呢？ 有哪一個玻尿酸是打眼周比較適合的嗎？,,以前醫美,
[問題] 眼袋手術該不該做?好糾結,https://www.pttweb.cc/bbs/facelift/M.1755239333.A.082,,2025-08-15T14:28:00,最近想去做醫美，主要是想理眼袋淚溝黑眼圈，因為不管怎麼遮瑕都很難完美遮掉,,最近想去做醫美,
[問題] 眼袋手術該不該做?好糾結,https://www.pttweb.cc/bbs/facelift/M.1755239333.A.082,,2025-08-15T14:28:00,但是問題來了，有一派醫生說補脂可以讓眼下更平順，才不會凹凹的；但另有一派,但是問題來了，有一派,,
[問題] 眼袋手術該不該做?好糾結,https://www.pttweb.cc/bbs/facelift/M.1755239333.A.082,,2025-08-15T14:28:00,", 13 F 後來我是去台生診所做雷射汽化眼袋手術 08/19 15:56 , 13 F → vipinting 08/19 15:56,",,後來我是去台生診所,
[問題] 精靈針為什麼不能打淚溝,https://www.pttweb.cc/bbs/facelift/M.1754641071.A.521,,2025-08-08T16:17:00,之前打精靈針法令紋效果不錯，最近想要再打淚溝 結果一間A診所跟我說可以，另一間B診所說不行，醫師看起來還很生氣 有人知道為什麼不可以嗎?,以，另一間B診所說不行，,"結果一間A診所,跟我說可以，另一間B診所",
[問題] 台北眼袋手術權威醫生,https://www.pttweb.cc/bbs/facelift/M.1754033321.A.E16,,2025-08-01T15:28:00,[問題] 台北眼袋手術權威醫生 - 看板facelift - PTT網頁版,問題] 台北眼袋手術權威,,台北
[問題] 台北眼袋手術權威醫生,https://www.pttweb.cc/bbs/facelift/M.1754033321.A.E16,,2025-08-01T15:28:00,"[問題] 台北眼袋手術權威醫生 ＋收藏 分享 看板 facelift 作者 taofayynntu5 (艾雅法拉) 時間 8月前 發表 (2025/08/01 15:28) , 編輯 推噓 16 ( 16 推 0 噓 7 → ) 留言 23則, 16人 參與 , 7月前 最新 討論串 1/1",問題] 台北眼袋手術權威,,台北
[問題] 台北眼袋手術權威醫生,https://www.pttweb.cc/bbs/facelift/M.1754033321.A.E16,,2025-08-01T15:28:00,想做眼袋手術 台北有推薦醫院或權威醫生嗎？ 預算大概抓多少好？,台北有推薦醫院或權威,台北有推薦醫院,台北
[推薦] 台北做眼袋手術的醫生,https://www.pttweb.cc/bbs/facelift/M.1753961213.A.E61,,2025-07-31T19:26:00,[推薦] 台北做眼袋手術的醫生 - 看板facelift - PTT網頁版,推薦] 台北做眼袋手術的,,台北
[推薦] 台北做眼袋手術的醫生,https://www.pttweb.cc/bbs/facelift/M.1753961213.A.E61,,2025-07-31T19:26:00,"[推薦] 台北做眼袋手術的醫生 ＋收藏 分享 看板 facelift 作者 peter09p (阿寬) 時間 8月前 發表 (2025/07/31 19:26) , 編輯 推噓 4 ( 4 推 0 噓 14 → ) 留言 18則, 5人 參與 , 7月前 最新 討論串 1/1",推薦] 台北做眼袋手術的,,台北
[推薦] 台北做眼袋手術的醫生,https://www.pttweb.cc/bbs/facelift/M.1753961213.A.E61,,2025-07-31T19:26:00,最近淚溝越來越明顯，眼袋也有一點，常常看起來很累，想去做手術，有人有推薦台北的 醫生嗎？,,,台北
[推薦] 台北做眼袋手術的醫生,https://www.pttweb.cc/bbs/facelift/M.1753961213.A.E61,,2025-07-31T19:26:00,", 1 F 築美的浦醫師，我怕淚溝之後會更嚴重，有 08/01 00:56 , 1 F → JuJuMi 08/01 00:56,",築美的浦,,
[推薦] 台北做眼袋手術的醫生,https://www.pttweb.cc/bbs/facelift/M.1753961213.A.E61,,2025-07-31T19:26:00,", 9 F 她後來去群＊找蔡＊岳醫師開眼袋手術 08/01 17:24 , 9 F → di861002 08/01 17:25,",她後來去群＊找蔡＊岳,,
[問題]割眼袋能不被長輩發現嗎?,https://www.pttweb.cc/bbs/facelift/M.1753343947.A.B4C,,2025-07-24T15:59:00,有做過眼袋手術的人可以給我一些意見嗎? 還有妳們是去哪家醫院做的?QQ 還有不知道要怎麼說服長輩手術很安全...也請有經驗的人給我意見~謝謝大家,,有做過眼袋手術的人可以給我一些意見嗎? 還有妳們是去哪家醫院,
[問題]割眼袋能不被長輩發現嗎?,https://www.pttweb.cc/bbs/facelift/M.1753343947.A.B4C,,2025-07-24T15:59:00,", 8 F 了診所才跟我媽說「我要割眼袋囉」 07/27 17:32 , 8 F ‣ 返回看板 [ facelift ] 美容 ‣ 更多 peng3113 的文章 文章代碼(AID): #1eWUVBjC (facelift) 更多分享選項 網址： 短網址： 文章代碼(AID)：",,", 8 F 了診所才跟我媽說「我要",
[問題] 眼袋脂肪想位移蘋果肌，要補脂嗎？,https://www.pttweb.cc/bbs/facelift/M.1753174570.A.849,,2025-07-22T16:56:00,", 3 F 找錢逸群醫生做眼袋內開+補淚溝,不是每個人 07/22 18:45 , 3 F → boari 07/22 18:45,",找錢逸群,,
[心得] 醒來不再帶著疲憊感 — 終於甩掉惱人眼袋,https://www.pttweb.cc/bbs/facelift/M.1752742991.A.C89,,2025-07-17T17:03:00,我向整外醫師諮詢時.他詳細評估了我的眼袋類型，並非單純脂肪堆積，而是結構性鬆弛。我還能採用「內開式眼袋手術」，若再老一點就只能外開了@@ 醫師跟我說，自然的改善才是關鍵，不會讓人一眼看出動刀痕跡。,我向整外,,
[心得] 醒來不再帶著疲憊感 — 終於甩掉惱人眼袋,https://www.pttweb.cc/bbs/facelift/M.1752742991.A.C89,,2025-07-17T17:03:00,如果妳也因眼袋而感到自卑、無奈，真的推薦給 歐令奮醫師 做手術，真的很專業耶，護理師也很讓人放心！,無奈，真的推薦給 歐令奮,,
[心得] 醒來不再帶著疲憊感 — 終於甩掉惱人眼袋已刪文,https://www.pttweb.cc/bbs/facelift/M.1752724013.A.F77,,2025-07-17T11:46:00,我向整外醫師諮詢時.他詳細評估了我的眼袋類型，並非單純脂肪堆積，而是結構性鬆弛。我還能採用「內開式眼袋手術」，若再老一點就只能外開了@@ 醫師跟我說，自然的改善才是關鍵，不會讓人一眼看出動刀痕跡。,我向整外,,
[心得] 醒來不再帶著疲憊感 — 終於甩掉惱人眼袋已刪文,https://www.pttweb.cc/bbs/facelift/M.1752724013.A.F77,,2025-07-17T11:46:00,如果妳也因眼袋而感到自卑、無奈，真的推薦給 歐令奮醫師 做手術，真的很專業耶，護理師也很讓人放心！,無奈，真的推薦給 歐令奮,,
眼袋手術後凹陷請問能補救嗎（附圖）,https://www.pttweb.cc/bbs/facelift/M.1752399845.A.3F5,,2025-07-13T17:44:00,1年半前取眼袋+抽肚子脂肪回填蘋果肌淚溝 現在ㄧ眼凹陷 還有凹凸不平 有回去找醫師 他說補救方法是再填脂肪或玻尿酸 我的皮膚科醫生說 我凸起的那坨脂肪顏色有點白白黃黃的 補玻尿酸顏色會不ㄧ樣 建議還是找原醫生補脂肪 我很擔心會不會第二次補完 狀況更糟 想問問大家身邊有第二次手術調整 類似的經驗嗎， 實在是很傷心 請大家幫忙推薦醫生，想諮詢看看 如果有不是專精眼袋手術，但講話實在的醫生 也可以推薦給我嗎， 我現在想聽真心的建議，好怕再失敗 謝謝大家,"有回去找,我的皮膚科,色會不ㄧ樣 建議還是找原,請大家幫忙推薦,精眼袋手術，但講話實在的",,
眼袋手術後凹陷請問能補救嗎（附圖）,https://www.pttweb.cc/bbs/facelift/M.1752399845.A.3F5,,2025-07-13T17:44:00,", 6 F 目前也是考慮重新補脂，醫美醫師有建議 07/14 07:50 , 6 F → preppie 07/14 07:50,",前也是考慮重新補脂，醫美,目前也是考慮重新補脂，醫美,
[問題] 求問眼袋手術不切脂肪的醫師,https://www.pttweb.cc/bbs/facelift/M.1751440562.A.1E2,,2025-07-02T15:16:00,[問題] 求問眼袋手術不切脂肪的醫師 - 看板facelift - PTT網頁版,求問眼袋手術不切脂肪的,,
[問題] 求問眼袋手術不切脂肪的醫師,https://www.pttweb.cc/bbs/facelift/M.1751440562.A.1E2,,2025-07-02T15:16:00,"[問題] 求問眼袋手術不切脂肪的醫師 ＋收藏 分享 看板 facelift 作者 candyhuang06 (ㄊㄥˊ ㄚˋ) 時間 9月前 發表 (2025/07/02 15:16) , 編輯 推噓 6 ( 6 推 0 噓 13 → ) 留言 19則, 8人 參與 , 9月前 最新 討論串 1/1",求問眼袋手術不切脂肪的,,
[問題] 求問眼袋手術不切脂肪的醫師,https://www.pttweb.cc/bbs/facelift/M.1751440562.A.1E2,,2025-07-02T15:16:00,最近眼袋越來越明顯 浮腫感+下垂感都很明顯 有點想動手術處理一下 家裡親戚阿姨有做過眼袋手術（切除脂肪那種） 一開始效果很好 但幾年後就變回鬆鬆垂垂 還更凹陷 後來又重修過 結果反而越修越可怕 她自己也覺得後悔沒有當初多問幾間、比較清楚手術方式 所以我目前比較傾向找不切除脂肪的醫師 聽說有些是用脂肪移位去填補淚溝 效果比較自然,前比較傾向找不切除脂肪的,,
[問題] 求問眼袋手術不切脂肪的醫師,https://www.pttweb.cc/bbs/facelift/M.1751440562.A.1E2,,2025-07-02T15:16:00,", 2 F 做脂肪移位，超多診所寫很模糊 07/02 19:24 , 2 F 推 liang0109 07/02 20:04,",,做脂肪移位，超多診所,
[問題] 求問眼袋手術不切脂肪的醫師,https://www.pttweb.cc/bbs/facelift/M.1751440562.A.1E2,,2025-07-02T15:16:00,", 11 F 曼X李醫師還不錯，我是脂肪移位+眼袋+拉 07/03 22:07 , 11 F → dora2980 07/03 22:07,",曼X李,,
[討論] 無刀眼袋手術真的有效嗎？,https://www.pttweb.cc/bbs/facelift/M.1751429116.A.B59,,2025-07-02T12:05:00,最近看到很多診所開始推「無刀眼袋手術」 說是用雷射或高能量機器刺激眼下組織 讓脂肪回縮 聽起來比開刀溫和又不留疤 但也有看到有人說做完根本沒效果 到底這類療程真的能處理眼袋嗎?,,最近看到很多診所,
[問題] 眼袋很重但不懂醫美…內開外開有差嗎？,https://www.pttweb.cc/bbs/facelift/M.1751004324.A.2EE,,2025-06-27T14:05:00,[問題] 眼袋很重但不懂醫美…內開外開有差嗎？ - 看板facelift - PTT網頁版,,[問題] 眼袋很重但不懂醫美,
[問題] 眼袋很重但不懂醫美…內開外開有差嗎？,https://www.pttweb.cc/bbs/facelift/M.1751004324.A.2EE,,2025-06-27T14:05:00,"[問題] 眼袋很重但不懂醫美…內開外開有差嗎？ ＋收藏 分享 看板 facelift 作者 Nabulione (拿破崙) 時間 9月前 發表 (2025/06/27 14:05) , 編輯 推噓 10 ( 10 推 0 噓 10 → ) 留言 20則, 11人 參與 , 9月前 最新 討論串 1/1",,[問題] 眼袋很重但不懂醫美,
[問題] 眼袋很重但不懂醫美…內開外開有差嗎？,https://www.pttweb.cc/bbs/facelift/M.1751004324.A.2EE,,2025-06-27T14:05:00,", 3 F 去給醫生判斷，下週要開眼袋手術了 06/27 15:41 , 3 F 推 tob860324 06/27 15:44,",去給,,
[問題] 眼袋很重但不懂醫美…內開外開有差嗎？,https://www.pttweb.cc/bbs/facelift/M.1751004324.A.2EE,,2025-06-27T14:05:00,", 8 F ，醫師說內開OK就做了，到現在三年了都 06/27 21:17 , 8 F → lkklove86 06/27 21:17,",,,
[問題] 眼袋很重但不懂醫美…內開外開有差嗎？,https://www.pttweb.cc/bbs/facelift/M.1751004324.A.2EE,,2025-06-27T14:05:00,", 14 F 我也是給醫生判斷 眼袋屬於鬆弛的外開 06/30 00:55 , 14 F 推 babybabychun 06/30 14:33,",我也是給,,
[討論] 眼袋內開到底要不要補脂?,https://www.pttweb.cc/bbs/facelift/M.1750756191.A.538,,2025-06-24T17:09:00,最近在考慮做眼袋內開 諮詢的時候醫師說一定要補脂才不會凹 但我看網路上也看到有人補完變凸 或補歪之後還要修 有點猶豫到底要不要補脂? 想問大家實際做過的經驗 內開到底要不要補脂才自然?,諮詢的時候,,
[討論] 眼袋內開到底要不要補脂?,https://www.pttweb.cc/bbs/facelift/M.1750756191.A.538,,2025-06-24T17:09:00,", 4 F 醫生說眼袋拿掉後空洞才需要補歐 06/24 20:09 , 4 F 推 wake0204 06/24 21:43,",,,
[討論] 眼袋內開到底要不要補脂?,https://www.pttweb.cc/bbs/facelift/M.1750756191.A.538,,2025-06-24T17:09:00,", 18 F 眼袋內開加補脂，真的很吃醫生技術 06/25 22:12 , 18 F → monkeycheer 06/25 22:12,",眼袋內開加補脂，真的很吃,,
[心得] 便宜玻尿酸補淚溝大成功,https://www.pttweb.cc/bbs/facelift/M.1750656338.A.AED,,2025-06-23T13:25:00,在台北問到一家保柔緹玻尿酸1cc只要13500 聽到價格後就先預約諮詢 評估完覺得醫生還ok，直接請他幫我補淚溝跟蘋果肌,評估完覺得,,台北
